いろはにほへと	いろはにほへと
ちりぬるを	ちりぬるを
わかよたれそ	わかよたれそ
つねならむ	つねならむ
うゐのおくやま	うゐのおくやま
けふこえて	けふこえて
あさきゆめみし	あさきゆめみし
ゑひもせす	ゑひもせす
